datos_año;clase_inmueble;distrito_cod;distrito_nombre;barrio_cod;barrio_nombre;uso_cod;uso_deno;inmuebles_barrio;año_cons_medio;sup_cons_barrio;sup_cons_media;sup_suelo_barrio;sup_suelo_media;val_cat_barrio;val_cat_medio
2018;UR;02;Arganzuela;026;Palos de Moguer;E;Cultural;18;1965,00;95010,00;5278,00;;;89637781,99 €;4979876,78 €
2018;UR;02;Arganzuela;026;Palos de Moguer;G;Ocio y Hostelería;19;1941,00;39645,00;2087,00;;;55485226,87 €;2920275,10 €
2018;UR;02;Arganzuela;026;Palos de Moguer;I;Industrial;40;1967,00;52397,00;1310,00;;;46361258,63 €;1159031,47 €
2018;UR;02;Arganzuela;026;Palos de Moguer;K;Deportivo;8;1957,00;15543,00;1943,00;;;19741919,06 €;2467739,88 €
2018;UR;02;Arganzuela;026;Palos de Moguer;M;Suelos sin edificar, obras de urbanización y jardinería;31;;;;19043,00;614,00;9190504,72 €;296467,89 €
2018;UR;02;Arganzuela;026;Palos de Moguer;O;Oficinas;316;1975,00;119502,00;378,00;;;146063786,95 €;462227,17 €
2018;UR;02;Arganzuela;026;Palos de Moguer;P;Edificio Singular;5;1957,00;24961,00;4992,00;;;22668133,66 €;4533626,73 €
2018;UR;02;Arganzuela;026;Palos de Moguer;R;Religioso;12;1956,00;7585,00;632,00;;;6793371,27 €;566114,27 €
2018;UR;02;Arganzuela;026;Palos de Moguer;T;Espectáculos;3;1973,00;20467,00;6822,00;;;23731871,67 €;7910623,89 €
2018;UR;02;Arganzuela;026;Palos de Moguer;V;Residencial;13533;1953,00;1162851,00;86,00;;;1367814607,49 €;101072,53 €
2018;UR;02;Arganzuela;026;Palos de Moguer;Y;Sanidad y Beneficencia;2;1999,00;8736,00;4368,00;;;9394593,17 €;4697296,58 €
2018;UR;02;Arganzuela;027;Atocha;A;Almacén-Estacionamiento;756;1997,00;48853,00;65,00;;;36417859,43 €;48171,77 €
2018;UR;02;Arganzuela;027;Atocha;C;Comercial;18;1985,00;114436,00;6358,00;;;158110866,69 €;8783937,04 €
2018;UR;02;Arganzuela;027;Atocha;E;Cultural;1;2013,00;7482,00;7482,00;;;5897608,50 €;5897608,50 €
2018;UR;02;Arganzuela;027;Atocha;I;Industrial;20;1978,00;175982,00;8799,00;;;239972365,33 €;11998618,27 €
2018;UR;02;Arganzuela;027;Atocha;M;Suelos sin edificar, obras de urbanización y jardinería;35;;;;138571,00;3959,00;204832386,10 €;5852353,89 €
2018;UR;02;Arganzuela;027;Atocha;O;Oficinas;135;1993,00;116665,00;864,00;;;179032154,46 €;1326164,11 €
2018;UR;02;Arganzuela;027;Atocha;T;Espectáculos;1;1997,00;18565,00;18565,00;;;22926445,56 €;22926445,56 €
2018;UR;02;Arganzuela;027;Atocha;V;Residencial;457;1998,00;51304,00;112,00;;;78125907,55 €;170953,85 €
2018;UR;03;Retiro;031;Pacífico;A;Almacén-Estacionamiento;6693;1987,00;353039,00;53,00;;;143859140,65 €;21493,97 €
2018;UR;03;Retiro;031;Pacífico;C;Comercial;964;1960,00;168591,00;175,00;;;208489634,75 €;216275,55 €
2018;UR;03;Retiro;031;Pacífico;E;Cultural;14;1954,00;40894,00;2921,00;;;35075913,91 €;2505422,42 €
2018;UR;03;Retiro;031;Pacífico;G;Ocio y Hostelería;1;1994,00;1638,00;1638,00;;;2073396,78 €;2073396,78 €
2018;UR;03;Retiro;031;Pacífico;I;Industrial;41;1966,00;17757,00;433,00;;;14702004,68 €;358585,48 €
2018;UR;03;Retiro;031;Pacífico;K;Deportivo;5;1952,00;756,00;151,00;;;1092443,07 €;218488,61 €
2018;UR;03;Retiro;031;Pacífico;M;Suelos sin edificar, obras de urbanización y jardinería;35;;;;58234,00;1664,00;86940130,30 €;2484003,72 €
2018;UR;03;Retiro;031;Pacífico;O;Oficinas;361;1969,00;160668,00;445,00;;;204103641,43 €;565384,05 €
2018;UR;03;Retiro;031;Pacífico;P;Edificio Singular;6;1961,00;16712,00;2785,00;;;14662679,39 €;2443779,90 €
2018;UR;03;Retiro;031;Pacífico;R;Religioso;2;1971,00;6086,00;3043,00;;;7431195,05 €;3715597,52 €
2018;UR;03;Retiro;031;Pacífico;V;Residencial;16786;1964,00;1600020,00;95,00;;;2054859928,25 €;122415,10 €
2018;UR;03;Retiro;031;Pacífico;Y;Sanidad y Beneficencia;1;1955,00;152,00;152,00;;;154941,33 €;154941,33 €
2018;UR;03;Retiro;032;Adelfas;A;Almacén-Estacionamiento;6255;1998,00;242834,00;39,00;;;110854023,26 €;17722,47 €
2018;UR;03;Retiro;032;Adelfas;C;Comercial;319;1977,00;55828,00;175,00;;;73437008,38 €;230210,06 €
2018;UR;03;Retiro;032;Adelfas;E;Cultural;5;1961,00;12789,00;2558,00;;;11605799,65 €;2321159,93 €
2018;UR;03;Retiro;032;Adelfas;G;Ocio y Hostelería;8;1977,00;11658,00;1457,00;;;22808923,30 €;2851115,41 €
2018;UR;03;Retiro;032;Adelfas;I;Industrial;285;1965,00;23336,00;82,00;;;17983802,11 €;63101,06 €
2018;UR;03;Retiro;032;Adelfas;K;Deportivo;5;1989,00;10080,00;2016,00;;;7044437,13 €;1408887,43 €
2018;UR;03;Retiro;032;Adelfas;M;Suelos sin edificar, obras de urbanización y jardinería;23;;;;32550,00;1415,00;19219311,40 €;835622,23 €
2018;UR;03;Retiro;032;Adelfas;O;Oficinas;170;1979,00;83841,00;493,00;;;103684944,43 €;609911,44 €
2018;UR;03;Retiro;032;Adelfas;R;Religioso;2;1986,00;1773,00;886,00;;;1880510,10 €;940255,05 €
2018;UR;03;Retiro;032;Adelfas;V;Residencial;8770;1984,00;887115,00;101,00;;;1215091136,00 €;138550,87 €
2018;UR;03;Retiro;032;Adelfas;Y;Sanidad y Beneficencia;7;1988,00;33381,00;4769,00;;;31070514,02 €;4438644,86 €
2018;UR;03;Retiro;033;Estrella;A;Almacén-Estacionamiento;5438;1986,00;282233,00;52,00;;;130957602,41 €;24081,94 €
2018;UR;03;Retiro;033;Estrella;C;Comercial;315;1970,00;36588,00;116,00;;;48788069,52 €;154882,76 €
2018;UR;03;Retiro;033;Estrella;E;Cultural;7;1975,00;38567,00;5510,00;;;39952808,68 €;5707544,10 €
2018;UR;03;Retiro;033;Estrella;G;Ocio y Hostelería;7;1966,00;20811,00;2973,00;;;33386412,27 €;4769487,47 €
2018;UR;03;Retiro;033;Estrella;I;Industrial;10;1974,00;9268,00;927,00;;;8770191,42 €;877019,14 €
2018;UR;03;Retiro;033;Estrella;K;Deportivo;5;1977,00;30901,00;6180,00;;;31321520,70 €;6264304,14 €
2018;UR;03;Retiro;033;Estrella;M;Suelos sin edificar, obras de urbanización y jardinería;8;;;;8573,00;1072,00;6879544,00 €;859943,00 €
2018;UR;03;Retiro;033;Estrella;O;Oficinas;242;1975,00;105506,00;436,00;;;161392888,66 €;666912,76 €
2018;UR;03;Retiro;033;Estrella;R;Religioso;5;1970,00;5436,00;1087,00;;;6158703,20 €;1231740,64 €
2018;UR;03;Retiro;033;Estrella;V;Residencial;9389;1973,00;1237519,00;132,00;;;1728157021,37 €;184061,88 €
2018;UR;03;Retiro;033;Estrella;Y;Sanidad y Beneficencia;9;1979,00;45502,00;5056,00;;;52534308,29 €;5837145,37 €
2018;UR;03;Retiro;034;Ibiza;A;Almacén-Estacionamiento;2186;1975,00;199679,00;91,00;;;156961533,52 €;71803,08 €
2018;UR;03;Retiro;034;Ibiza;C;Comercial;821;1947,00;106424,00;130,00;;;194298401,41 €;236660,66 €
2018;UR;03;Retiro;034;Ibiza;E;Cultural;4;1946,00;4402,00;1100,00;;;5768874,74 €;1442218,68 €
2018;UR;03;Retiro;034;Ibiza;I;Industrial;24;1950,00;6574,00;274,00;;;8078528,69 €;336605,36 €
2018;UR;03;Retiro;034;Ibiza;M;Suelos sin edificar, obras de urbanización y jardinería;18;;;;7834,00;435,00;5104397,08 €;283577,62 €
2018;UR;03;Retiro;034;Ibiza;O;Oficinas;223;1963,00;47379,00;212,00;;;100431391,56 €;450364,98 €
2018;UR;03;Retiro;034;Ibiza;P;Edificio Singular;1;1952,00;1648,00;1648,00;;;2026436,84 €;2026436,84 €
2018;UR;03;Retiro;034;Ibiza;R;Religioso;5;1969,00;7356,00;1471,00;;;8585123,08 €;1717024,62 €
2018;UR;03;Retiro;034;Ibiza;T;Espectáculos;1;1945,00;1289,00;1289,00;;;2402044,84 €;2402044,84 €
2018;UR;03;Retiro;034;Ibiza;V;Residencial;10316;1948,00;1175415,00;114,00;;;1980588523,63 €;191991,91 €
2018;UR;03;Retiro;034;Ibiza;Y;Sanidad y Beneficencia;7;1962,00;195146,00;27878,00;;;318713538,54 €;45530505,51 €
2018;UR;03;Retiro;035;Jerónimos;A;Almacén-Estacionamiento;458;1951,00;73979,00;162,00;;;59702030,05 €;130353,78 €
2018;UR;03;Retiro;035;Jerónimos;C;Comercial;205;1939,00;49889,00;243,00;;;94946913,29 €;463155,67 €
2018;UR;03;Retiro;035;Jerónimos;E;Cultural;13;1970,00;115378,00;8875,00;;;207925647,17 €;15994280,55 €
2018;UR;03;Retiro;035;Jerónimos;G;Ocio y Hostelería;25;1985,00;68267,00;2731,00;;;165157329,63 €;6606293,19 €
2018;UR;01;Centro;011;Palacio;A;Almacén-Estacionamiento;2988;1969,00;204799,00;69,00;;;119461681,96 €;39980,48 €
2018;UR;01;Centro;011;Palacio;C;Comercial;1475;1921,00;232950,00;158,00;;;425075188,79 €;288186,57 €
2018;UR;01;Centro;011;Palacio;E;Cultural;36;1934,00;67718,00;1881,00;;;82383918,41 €;2288442,18 €
2018;UR;01;Centro;011;Palacio;G;Ocio y Hostelería;357;1931,00;150382,00;421,00;;;288210942,83 €;807313,57 €
2018;UR;01;Centro;011;Palacio;I;Industrial;20;1940,00;2565,00;128,00;;;1740421,31 €;87021,07 €
2018;UR;01;Centro;011;Palacio;K;Deportivo;6;1960,00;8335,00;1389,00;;;13864667,54 €;2310777,92 €
2018;UR;01;Centro;011;Palacio;M;Suelos sin edificar, obras de urbanización y jardinería;48;;;;108423,00;2259,00;18463048,09 €;384646,84 €
2018;UR;01;Centro;011;Palacio;O;Oficinas;545;1947,00;179239,00;329,00;;;305011999,26 €;559655,04 €
2018;UR;01;Centro;011;Palacio;P;Edificio Singular;16;1890,00;191798,00;11987,00;;;280081607,26 €;17505100,45 €
2018;UR;01;Centro;011;Palacio;R;Religioso;18;1883,00;107441,00;5969,00;;;117636992,26 €;6535388,46 €
2018;UR;01;Centro;011;Palacio;T;Espectáculos;5;1939,00;84965,00;16993,00;;;156106207,34 €;31221241,47 €
2018;UR;01;Centro;011;Palacio;V;Residencial;13353;1927,00;1360047,00;102,00;;;1869048799,83 €;139972,20 €
2018;UR;01;Centro;011;Palacio;Y;Sanidad y Beneficencia;11;1939,00;25101,00;2282,00;;;27088855,06 €;2462623,19 €
2018;UR;01;Centro;012;Embajadores;A;Almacén-Estacionamiento;4318;1977,00;268268,00;62,00;;;142681060,50 €;33043,32 €
2018;UR;01;Centro;012;Embajadores;C;Comercial;2686;1926,00;375170,00;140,00;;;537373301,29 €;200064,52 €
2018;UR;01;Centro;012;Embajadores;E;Cultural;47;1924,00;210678,00;4483,00;;;244369217,60 €;5199345,06 €
2018;UR;01;Centro;012;Embajadores;G;Ocio y Hostelería;111;1904,00;62399,00;562,00;;;100024011,30 €;901117,22 €
2018;UR;01;Centro;012;Embajadores;I;Industrial;24;1940,00;2879,00;120,00;;;2188503,29 €;91187,64 €
2018;UR;01;Centro;012;Embajadores;K;Deportivo;9;2002,00;4150,00;461,00;;;2866684,00 €;318520,44 €
2018;UR;01;Centro;012;Embajadores;M;Suelos sin edificar, obras de urbanización y jardinería;35;;;;19484,00;557,00;16017922,15 €;457654,92 €
2018;UR;01;Centro;012;Embajadores;O;Oficinas;167;1947,00;84712,00;507,00;;;78573950,51 €;470502,70 €
2018;UR;01;Centro;012;Embajadores;P;Edificio Singular;3;1918,00;18576,00;6192,00;;;18586882,51 €;6195627,50 €
2018;UR;01;Centro;012;Embajadores;R;Religioso;8;1865,00;17786,00;2223,00;;;15345569,12 €;1918196,14 €
2018;UR;01;Centro;012;Embajadores;T;Espectáculos;7;1951,00;22092,00;3156,00;;;33725626,38 €;4817946,63 €
2018;UR;01;Centro;012;Embajadores;V;Residencial;25326;1927,00;1987035,00;78,00;;;2501173835,29 €;98759,13 €
2018;UR;01;Centro;012;Embajadores;Y;Sanidad y Beneficencia;10;1984,00;8915,00;892,00;;;10182155,75 €;1018215,58 €
2018;UR;01;Centro;013;Cortes;A;Almacén-Estacionamiento;1690;1972,00;119889,00;71,00;;;87218764,12 €;51608,74 €
2018;UR;01;Centro;013;Cortes;C;Comercial;886;1917,00;148787,00;168,00;;;289002215,38 €;326187,60 €
2018;UR;01;Centro;013;Cortes;E;Cultural;20;1957,00;55443,00;2772,00;;;109174664,89 €;5458733,24 €
2018;UR;01;Centro;013;Cortes;G;Ocio y Hostelería;203;1952,00;293542,00;1446,00;;;579850227,62 €;2856405,06 €
2018;UR;01;Centro;013;Cortes;I;Industrial;10;1954,00;13614,00;1361,00;;;13157239,08 €;1315723,91 €
2018;UR;01;Centro;013;Cortes;K;Deportivo;1;1917,00;260,00;260,00;;;372685,34 €;372685,34 €
2018;UR;01;Centro;013;Cortes;M;Suelos sin edificar, obras de urbanización y jardinería;7;;;;1986,00;284,00;5031725,00 €;718817,86 €
2018;UR;01;Centro;013;Cortes;O;Oficinas;353;1951,00;336367,00;953,00;;;702163005,36 €;1989130,33 €
2018;UR;01;Centro;013;Cortes;P;Edificio Singular;24;1935,00;324119,00;13505,00;;;596178401,71 €;24840766,74 €
2018;UR;01;Centro;013;Cortes;R;Religioso;8;1868,00;27211,00;3401,00;;;26654446,22 €;3331805,78 €
2018;UR;01;Centro;013;Cortes;T;Espectáculos;6;1929,00;28133,00;4689,00;;;39384196,40 €;6564032,73 €
2018;UR;01;Centro;013;Cortes;V;Residencial;6561;1923,00;763999,00;116,00;;;1179453289,13 €;179767,31 €
2018;UR;01;Centro;013;Cortes;Y;Sanidad y Beneficencia;3;1924,00;1746,00;582,00;;;1873469,94 €;624489,98 €
2018;UR;01;Centro;014;Justicia;A;Almacén-Estacionamiento;3131;1981,00;203458,00;65,00;;;131148169,32 €;41886,99 €
2018;UR;01;Centro;014;Justicia;C;Comercial;1421;1923,00;256029,00;180,00;;;584219564,97 €;411132,70 €
2018;UR;01;Centro;014;Justicia;E;Cultural;34;1946,00;47088,00;1385,00;;;65630087,13 €;1930296,68 €
2018;UR;01;Centro;014;Justicia;G;Ocio y Hostelería;89;1930,00;93369,00;1049,00;;;211007735,50 €;2370873,43 €
2018;UR;01;Centro;014;Justicia;I;Industrial;13;1983,00;1589,00;122,00;;;1929055,70 €;148388,90 €
2018;UR;01;Centro;014;Justicia;K;Deportivo;11;1978,00;8030,00;730,00;;;16666619,33 €;1515147,21 €
2018;UR;01;Centro;014;Justicia;M;Suelos sin edificar, obras de urbanización y jardinería;16;;;;14213,00;888,00;9287304,17 €;580456,51 €
2018;UR;01;Centro;014;Justicia;O;Oficinas;549;1947,00;394455,00;718,00;;;859833690,34 €;1566181,59 €
2018;UR;01;Centro;014;Justicia;P;Edificio Singular;24;1991,00;159739,00;6656,00;;;293509711,55 €;12229571,31 €
2018;UR;01;Centro;014;Justicia;R;Religioso;22;1861,00;20534,00;933,00;;;28052540,30 €;1275115,47 €
2018;UR;01;Centro;014;Justicia;T;Espectáculos;3;1922,00;2868,00;956,00;;;4324802,89 €;1441600,96 €
2018;UR;01;Centro;014;Justicia;V;Residencial;10564;1929,00;1332484,00;126,00;;;2187092556,36 €;207032,62 €
2018;UR;01;Centro;014;Justicia;Y;Sanidad y Beneficencia;6;1978,00;11792,00;1965,00;;;21058130,29 €;3509688,38 €
2018;UR;01;Centro;015;Universidad;A;Almacén-Estacionamiento;4642;1976,00;245913,00;53,00;;;149346317,48 €;32172,84 €
2018;UR;01;Centro;015;Universidad;C;Comercial;1933;1923,00;389777,00;202,00;;;951937882,27 €;492466,57 €
2018;UR;01;Centro;015;Universidad;E;Cultural;35;1938,00;90065,00;2573,00;;;95079206,24 €;2716548,75 €
2018;UR;01;Centro;015;Universidad;G;Ocio y Hostelería;143;1917,00;160442,00;1122,00;;;304796087,83 €;2131441,17 €
2018;UR;01;Centro;015;Universidad;I;Industrial;36;1941,00;5809,00;161,00;;;9145133,94 €;254031,50 €
2018;UR;01;Centro;015;Universidad;K;Deportivo;6;1967,00;1843,00;307,00;;;2695517,30 €;449252,88 €
2018;UR;01;Centro;015;Universidad;M;Suelos sin edificar, obras de urbanización y jardinería;11;;;;2475,00;225,00;2484590,80 €;225871,89 €
2018;UR;01;Centro;015;Universidad;O;Oficinas;678;1958,00;334981,00;494,00;;;592721534,82 €;874220,55 €
2018;UR;01;Centro;015;Universidad;P;Edificio Singular;16;1954,00;156415,00;9776,00;;;223733018,35 €;13983313,65 €
2018;UR;01;Centro;015;Universidad;R;Religioso;17;1905,00;97893,00;5758,00;;;85411630,91 €;5024213,58 €
2018;UR;01;Centro;015;Universidad;T;Espectáculos;1;1900,00;159,00;159,00;;;215200,63 €;215200,63 €
2018;UR;01;Centro;015;Universidad;V;Residencial;20121;1929,00;1802345,00;90,00;;;2502408417,16 €;124367,99 €
2018;UR;01;Centro;015;Universidad;Y;Sanidad y Beneficencia;21;1927,00;14384,00;685,00;;;19362105,40 €;922005,02 €
2018;UR;01;Centro;016;Sol;A;Almacén-Estacionamiento;817;1954,00;101260,00;124,00;;;66337727,50 €;81196,73 €
2018;UR;01;Centro;016;Sol;C;Comercial;1288;1916,00;397501,00;309,00;;;1490113790,31 €;1156920,64 €
2018;UR;01;Centro;016;Sol;E;Cultural;6;1921,00;24300,00;4050,00;;;33521809,78 €;5586968,30 €
2018;UR;01;Centro;016;Sol;G;Ocio y Hostelería;222;1928,00;199275,00;898,00;;;376722366,77 €;1696947,60 €
2018;UR;01;Centro;016;Sol;I;Industrial;6;1962,00;37,00;6,00;;;44470,82 €;7411,80 €
2018;UR;01;Centro;016;Sol;K;Deportivo;1;1890,00;797,00;797,00;;;482127,30 €;482127,30 €
2018;UR;01;Centro;016;Sol;M;Suelos sin edificar, obras de urbanización y jardinería;42;;;;35894,00;855,00;66687218,45 €;1587790,92 €
2018;UR;01;Centro;016;Sol;O;Oficinas;919;1941,00;276409,00;301,00;;;488478267,52 €;531532,39 €
2018;UR;01;Centro;016;Sol;P;Edificio Singular;11;1919,00;129251,00;11750,00;;;182317520,51 €;16574320,05 €
2018;UR;01;Centro;016;Sol;R;Religioso;8;1817,00;18134,00;2267,00;;;16199466,05 €;2024933,26 €
2018;UR;01;Centro;016;Sol;T;Espectáculos;7;1936,00;23348,00;3335,00;;;38110196,18 €;5444313,74 €
2018;UR;01;Centro;016;Sol;V;Residencial;4580;1918,00;634087,00;138,00;;;917191113,16 €;200260,07 €
2018;UR;01;Centro;016;Sol;Y;Sanidad y Beneficencia;2;1958,00;2629,00;1314,00;;;2176509,07 €;1088254,53 €
2018;UR;02;Arganzuela;021;Imperial;A;Almacén-Estacionamiento;5270;1993,00;286253,00;54,00;;;128551364,28 €;24393,05 €
2018;UR;02;Arganzuela;021;Imperial;C;Comercial;621;1968,00;89713,00;144,00;;;116411845,13 €;187458,69 €
2018;UR;02;Arganzuela;021;Imperial;E;Cultural;9;1962,00;31548,00;3505,00;;;30157058,98 €;3350784,33 €
2018;UR;02;Arganzuela;021;Imperial;G;Ocio y Hostelería;2;1992,00;20648,00;10324,00;;;35918543,78 €;17959271,89 €
2018;UR;02;Arganzuela;021;Imperial;I;Industrial;35;1988,00;29686,00;848,00;;;25041415,76 €;715469,02 €
2018;UR;02;Arganzuela;021;Imperial;K;Deportivo;8;1987,00;88055,00;11007,00;;;136097380,84 €;17012172,60 €
2018;UR;02;Arganzuela;021;Imperial;M;Suelos sin edificar, obras de urbanización y jardinería;15;;;;135556,00;9037,00;82616388,90 €;5507759,26 €
2018;UR;02;Arganzuela;021;Imperial;O;Oficinas;125;1975,00;68228,00;546,00;;;81526231,48 €;652209,85 €
2018;UR;02;Arganzuela;021;Imperial;T;Espectáculos;1;1965,00;2576,00;2576,00;;;3814484,87 €;3814484,87 €
2018;UR;02;Arganzuela;021;Imperial;V;Residencial;10738;1971,00;998746,00;93,00;;;1293977410,11 €;120504,51 €
2018;UR;02;Arganzuela;021;Imperial;Y;Sanidad y Beneficencia;5;1989,00;50063,00;10013,00;;;58212933,62 €;11642586,72 €
2018;UR;02;Arganzuela;022;Acacias;A;Almacén-Estacionamiento;10466;1992,00;474632,00;45,00;;;224176774,28 €;21419,53 €
2018;UR;02;Arganzuela;022;Acacias;C;Comercial;1201;1974,00;180979,00;151,00;;;250960116,51 €;208959,30 €
2018;UR;02;Arganzuela;022;Acacias;E;Cultural;30;1980,00;29396,00;980,00;;;30952840,03 €;1031761,33 €
2018;UR;02;Arganzuela;022;Acacias;G;Ocio y Hostelería;2;996,00;6640,00;3320,00;;;9885587,69 €;4942793,84 €
2018;UR;02;Arganzuela;022;Acacias;I;Industrial;40;1977,00;19762,00;494,00;;;14278611,30 €;356965,28 €
2018;UR;02;Arganzuela;022;Acacias;K;Deportivo;11;1989,00;18479,00;1680,00;;;8268625,98 €;751693,27 €
2018;UR;02;Arganzuela;022;Acacias;M;Suelos sin edificar, obras de urbanización y jardinería;16;;;;202234,00;12640,00;10213819,00 €;638363,69 €
2018;UR;02;Arganzuela;022;Acacias;O;Oficinas;150;1973,00;46917,00;313,00;;;57073560,76 €;380490,41 €
2018;UR;02;Arganzuela;022;Acacias;P;Edificio Singular;8;1978,00;8201,00;1025,00;;;7871945,65 €;983993,21 €
2018;UR;02;Arganzuela;022;Acacias;R;Religioso;4;1986,00;6554,00;1638,00;;;6954779,05 €;1738694,76 €
2018;UR;02;Arganzuela;022;Acacias;V;Residencial;17560;1976,00;1653339,00;94,00;;;2084309889,85 €;118696,46 €
2018;UR;02;Arganzuela;022;Acacias;Y;Sanidad y Beneficencia;4;1981,00;17073,00;4268,00;;;22545379,97 €;5636344,99 €
2018;UR;02;Arganzuela;023;Chopera;A;Almacén-Estacionamiento;2217;1982,00;109733,00;49,00;;;46587613,56 €;21013,81 €
2018;UR;02;Arganzuela;023;Chopera;C;Comercial;629;1955,00;86270,00;137,00;;;106273631,95 €;168956,49 €
2018;UR;02;Arganzuela;023;Chopera;E;Cultural;26;1961,00;37015,00;1424,00;;;32180815,28 €;1237723,66 €
2018;UR;02;Arganzuela;023;Chopera;G;Ocio y Hostelería;12;1933,00;10197,00;850,00;;;13320073,96 €;1110006,16 €
2018;UR;02;Arganzuela;023;Chopera;I;Industrial;24;1955,00;50957,00;2123,00;;;31631783,92 €;1317991,00 €
2018;UR;02;Arganzuela;023;Chopera;K;Deportivo;3;1962,00;967,00;322,00;;;1175061,29 €;391687,10 €
2018;UR;02;Arganzuela;023;Chopera;M;Suelos sin edificar, obras de urbanización y jardinería;3;;;;1828,00;609,00;732517,16 €;244172,39 €
2018;UR;02;Arganzuela;023;Chopera;O;Oficinas;89;1960,00;18303,00;206,00;;;14766296,53 €;165913,44 €
2018;UR;02;Arganzuela;023;Chopera;R;Religioso;2;1966,00;1488,00;744,00;;;1467492,45 €;733746,22 €
2018;UR;02;Arganzuela;023;Chopera;V;Residencial;9594;1957,00;769248,00;80,00;;;904640137,23 €;94292,28 €
2018;UR;02;Arganzuela;023;Chopera;Y;Sanidad y Beneficencia;10;1954,00;4303,00;430,00;;;5764630,78 €;576463,08 €
2018;UR;02;Arganzuela;024;Legazpi;A;Almacén-Estacionamiento;7817;2003,00;285341,00;37,00;;;135950485,87 €;17391,64 €
2018;UR;02;Arganzuela;024;Legazpi;C;Comercial;419;1988,00;65782,00;157,00;;;94719759,46 €;226061,48 €
2018;UR;02;Arganzuela;024;Legazpi;E;Cultural;3;2003,00;12949,00;4316,00;;;14911905,66 €;4970635,22 €
2018;UR;02;Arganzuela;024;Legazpi;I;Industrial;78;1978,00;77067,00;988,00;;;43978905,46 €;563832,12 €
2018;UR;02;Arganzuela;024;Legazpi;K;Deportivo;3;2004,00;21663,00;7221,00;;;6044675,59 €;2014891,86 €
2018;UR;02;Arganzuela;024;Legazpi;M;Suelos sin edificar, obras de urbanización y jardinería;55;;;;489781,00;8905,00;29068181,62 €;528512,39 €
2018;UR;02;Arganzuela;024;Legazpi;O;Oficinas;202;1976,00;143729,00;712,00;;;198835993,03 €;984336,60 €
2018;UR;02;Arganzuela;024;Legazpi;R;Religioso;1;2013,00;1556,00;1556,00;;;2292882,90 €;2292882,90 €
2018;UR;02;Arganzuela;024;Legazpi;T;Espectáculos;2;1987,00;5237,00;2618,00;;;7077685,16 €;3538842,58 €
2018;UR;02;Arganzuela;024;Legazpi;V;Residencial;8715;1997,00;922005,00;106,00;;;1307594175,01 €;150039,49 €
2018;UR;02;Arganzuela;024;Legazpi;Y;Sanidad y Beneficencia;4;2006,00;26351,00;6588,00;;;35333246,43 €;8833311,61 €
2018;UR;02;Arganzuela;025;Delicias;A;Almacén-Estacionamiento;6280;1996,00;273140,00;43,00;;;127789525,87 €;20348,65 €
2018;UR;02;Arganzuela;025;Delicias;C;Comercial;714;1962,00;105827,00;148,00;;;135996343,33 €;190471,07 €
2018;UR;02;Arganzuela;025;Delicias;E;Cultural;9;1972,00;61724,00;6858,00;;;59651168,92 €;6627907,66 €
2018;UR;02;Arganzuela;025;Delicias;G;Ocio y Hostelería;5;1957,00;4262,00;852,00;;;7146628,46 €;1429325,69 €
2018;UR;02;Arganzuela;025;Delicias;I;Industrial;30;1962,00;143180,00;4773,00;;;98608576,31 €;3286952,54 €
2018;UR;02;Arganzuela;025;Delicias;K;Deportivo;4;1978,00;8128,00;2032,00;;;7148712,84 €;1787178,21 €
2018;UR;02;Arganzuela;025;Delicias;M;Suelos sin edificar, obras de urbanización y jardinería;30;;;;47510,00;1584,00;49661561,00 €;1655385,37 €
2018;UR;02;Arganzuela;025;Delicias;O;Oficinas;165;1974,00;278795,00;1690,00;;;387880452,58 €;2350790,62 €
2018;UR;02;Arganzuela;025;Delicias;P;Edificio Singular;2;1913,00;38521,00;19260,00;;;37608332,22 €;18804166,11 €
2018;UR;02;Arganzuela;025;Delicias;R;Religioso;1;1963,00;3151,00;3151,00;;;2768617,18 €;2768617,18 €
2018;UR;02;Arganzuela;025;Delicias;V;Residencial;13265;1970,00;1228259,00;93,00;;;1521881388,30 €;114729,09 €
2018;UR;02;Arganzuela;025;Delicias;Y;Sanidad y Beneficencia;5;1960,00;14215,00;2843,00;;;19984116,41 €;3996823,28 €
2018;UR;02;Arganzuela;026;Palos de Moguer;A;Almacén-Estacionamiento;4789;1992,00;226371,00;47,00;;;102954518,55 €;21498,12 €
2018;UR;02;Arganzuela;026;Palos de Moguer;C;Comercial;1050;1949,00;173436,00;165,00;;;215069462,56 €;204828,06 €
2018;UR;03;Retiro;035;Jerónimos;I;Industrial;58;1965,00;65887,00;1136,00;;;69112507,08 €;1191594,95 €
2018;UR;03;Retiro;035;Jerónimos;K;Deportivo;4;1984,00;12809,00;3202,00;;;13349104,63 €;3337276,16 €
2018;UR;03;Retiro;035;Jerónimos;M;Suelos sin edificar, obras de urbanización y jardinería;16;;;;1140304,00;71269,00;28670680,68 €;1791917,54 €
2018;UR;03;Retiro;035;Jerónimos;O;Oficinas;276;1944,00;233211,00;845,00;;;623079910,33 €;2257535,91 €
2018;UR;03;Retiro;035;Jerónimos;P;Edificio Singular;21;1960,00;183133,00;8721,00;;;403015134,78 €;19191196,89 €
2018;UR;03;Retiro;035;Jerónimos;T;Espectáculos;3;1999,00;5729,00;1910,00;;;10289621,58 €;3429873,86 €
